text,reply_text,name,source,comment_id,reply_name
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:是国家利益大？还是几个员工的利益大？作为乐天的中国员工我相信他们会乐意退出，你不必为他们担心，,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,昙施虎,iPhone 5s,4087474739031296,穿啥裤子都往下掉
"回复<a href='http://m.weibo.cn/n/泛滥熊'>@泛滥熊</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>您嘴巴给爷放干净点，爷让您生不如死，狗奴才，希您一切安好。问好。","回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:真是好狗啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",TONY3093-李诚涌,中兴V5手机,4087474735483852,泛滥熊
回复<a href='http://m.weibo.cn/n/迪英京瓦'>@迪英京瓦</a>:niubi这都开不起来。不过好歹人乐天在那开那么久了你怕啥？  就算没了超市工作就找不到别的？超市打工一辈子嘛？,"回复<a href='http://m.weibo.cn/n/AdeleMeet'>@AdeleMeet</a>:我家东城商圈，你说位置不好？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",AdeleMeet,iPhone 6,4087474723053203,迪英京瓦
回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:放心 乐天存在的时候照样有失业的 这些失业并不是都是不快乐的 有可能是自己不想呆乐天 最主要的事 让我们中国人看到了热血一面 人可以穷到不可没有骨气 人可以怂 但不可没有血性 只要是华夏子孙 请拿出来汉唐盛世的气概 中国人很团结,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",六水love,iPhone 6,4087474697408722,羞涩的起哄架秧子星人
坐等键盘侠为韩国洗地,-,大风堡下一刁民,iPhone 6,4087474688884241,-
我相信每个超市缺人,-,333酒瓯率,柔光自拍vivo X7,4087474626663514,-
"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:好狗啊好狗啊，还会稳守反击<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,泛滥熊,华为,4087474601054129,穿啥裤子都往下掉
回复<a href='http://m.weibo.cn/n/非彤凡响T'>@非彤凡响T</a>:萨德不是导弹发过来来………,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:等导弹发过来，人都死了！就不考虑就业了！,来自月卫二号的阿叶,华为手机,4087474597047772,非彤凡响T
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:→_→,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,天天下地也不累,荣耀畅玩4X·快科技,4087474596469474,穿啥裤子都往下掉
回复<a href='http://m.weibo.cn/n/明少貞臣院'>@明少貞臣院</a>:帮我怼他们啊科长！,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:顶住,黄太子老师,iPhone 6s,4087474541859236,明少貞臣院
"回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:中国会允许，因为中国爱国贼们都知道布置萨德其实是美国佬要偷窥中国人洗澡，但领导家属都在美国所以不方便骂美国，所以不能扺制沃尓玛超市。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:抵制超市的原因不言而喻，你觉得哪个国家会允许这样的外企在本国继续赚钱？,雨崩客,iPhone 6s,4087474479855134,陆压-道君
回复<a href='http://m.weibo.cn/n/水分子的碰撞'>@水分子的碰撞</a>:政治家们可不是你这种观念，中国外交部今天宣布中国不参加《禁止核武器条约谈判》，你体会体会为什么？,回复<a href='http://m.weibo.cn/n/弧箕服'>@弧箕服</a>:你是想说中国抵制了，但是依然阻止不了萨德。我想说别人打了我不管这么样我都要还回去。大不了两败俱伤,弧箕服,三星Galaxy NOTE III,4087474474535734,水分子的碰撞
回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:政府又如何去安排失业下岗人员呢？现在很多中国的企业都面临到闭，已经有大把失业下岗工人了，这样搞抵制又多出了一批，这次又要国家统计从新统计失业率了。,希望政府能安顿中国员工吧。。,ZM953,三星GALAXY Note 4,4087474446244021,猫巷里的树语
"哥哥，你俩因为啥罚站<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-5ee3076b68.png"" style=""width:1em;height:1em;;""></span>？ “因为上课睡觉，那你呢？因为啥”？   “因为在幼儿园不睡觉..”......<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-3458a765a2.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-3458a765a2.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-3458a765a2.png"" style=""width:1em;height:1em;;""></span>不同的阶段都有不同的烦恼！ 【生活一定要开心点，不然错过了，就再也找不回那份快乐了】 ",-,看海盐,iPhone 6,4087474440977020,-
回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:下一个俄罗斯，国家敢么？,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",老布3,iPhone 6s,4087474416821664,奔跑的蜗牛1121
"回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:层主：突突突突！我拿键盘突突死你们！哈哈哈哈哈<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",所以失业的中国员工可以去央视上班吗？,邪恶喵喵酱喵啪,iPhone 6s Plus,4087474416482106,墨sang
"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:稳稳稳<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span>",萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,呆萌爱彩妆,荣耀6 Plus,4087474378669791,穿啥裤子都往下掉
"回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:真特么是条好狗啊，上等狗粮得管够<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",希望政府能安顿中国员工吧。。,泛滥熊,华为,4087474373859382,猫巷里的树语
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:你怎么还在流氓国家待着？还不赶紧滚？,唉！真是流氓国家,我期待有一天我会回来,荣耀6,4087474366413531,黄太子老师
回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:绿蛆？？,小粉红，“国家会安排下岗职工的”。虽然国家并没有表这个态。,想要变得高冷QAQ,荣耀V8 脱影而出,4087474361864333,凯乾福
"回复<a href='http://m.weibo.cn/n/愚人蜀居'>@愚人蜀居</a>:双田车主表示终于可以报仇了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/流星之堕'>@流星之堕</a>:终于可以砸大众了吗？,流星之堕,华为P9手机摄影再突破,4087474299157943,愚人蜀居
回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:你连击吧都不是,中国就是个几把国家,昙施虎,iPhone 5s,4087474281931949,margk
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:顶住,唉！真是流氓国家,明少貞臣院,,4087474278100983,黄太子老师
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:<a href='http://m.weibo.cn/n/NS灬傲然'>@NS灬傲然</a>,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,抹一奥_hazy,华为Ascend Mate7,4087474257657681,穿啥裤子都往下掉
强烈谴责韩国不理智的行为,-,lowwelfare,iPhone 6,4087474227322786,-
回复<a href='http://m.weibo.cn/n/红鲤鱼与氯鲤鱼'>@红鲤鱼与氯鲤鱼</a>:沈体的？你吃激素长肥肉把肥膘长到脑子里去了吧。,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:你知道中国员工给乐天创造多少收入吗？,羞涩的起哄架秧子星人,微博 weibo.com,4087474214456575,红鲤鱼与氯鲤鱼
回复<a href='http://m.weibo.cn/n/广袖拂红尘'>@广袖拂红尘</a>:何况现在中国经济发展减缓，硬着陆还是软着陆都不一定呢，本来资本市场信心就在减退，但是和乐天这种事情根本没直接关系好吧。非要扯到一起去别的地方投资能有几个备选方案。,回复<a href='http://m.weibo.cn/n/国服第一小乔啊'>@国服第一小乔啊</a>:毁了后来投资者的决心，人家以后可以去其他地方投资了，这样国家之间有问题需要解决，直接灭掉那个国家的企业。,竹间OMAIKO,iPhone 6,4087474202111813,广袖拂红尘
回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:那你是海绵体？,中国就是个几把国家,邪恶喵喵酱喵啪,iPhone 6s Plus,4087474194074472,margk
回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:直接抵制美国啊，萨德不是美国的？,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",brunhilde2390,iPhone 7,4087474185565006,奔跑的蜗牛1121
那些说会有下岗工人的请原地爆炸，没国家了还上个毛班，,-,山月怎识心底事,华为P9手机摄影再突破,4087474177805464,-
"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:真是好狗啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>","<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>雇员都是本土的，人家在停业期间还要支付雇员薪资，活脱脱一幕，您不仁我还有义，安好。问好。",泛滥熊,华为,4087474172966605,TONY3093-李诚涌
查一查，当初乐天消防 谁验收的啊,-,旧城新梦丶丶,iPhone 6s,4087474159924060,-
回复<a href='http://m.weibo.cn/n/欧小花326'>@欧小花326</a>:再找工作……说的好轻松……,回复<a href='http://m.weibo.cn/n/茕孑小隐'>@茕孑小隐</a>:再找份工作即可,来自月卫二号的阿叶,华为手机,4087474143553826,欧小花326
回复<a href='http://m.weibo.cn/n/Terence朱'>@Terence朱</a>:天啦,"<a href='http://m.weibo.cn/n/Scarstar'>@Scarstar</a> 真没想到它会主动关……你还是尽早退卡吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",Scarstar,奶茶少女的iPhone 6,4087474122549965,Terence朱
回复<a href='http://m.weibo.cn/n/国服第一小乔啊'>@国服第一小乔啊</a>:哪个国家毁了哪个企业？乐天为中国贡献多少？你们这么维护韩国企业是为了什么？乐天倒闭必然有中国人失业，然而失业后还会有别的工作在等着他们啊！没准会比在乐天工资还高。你们就这么心疼韩国？为什么不心疼朝鲜？朝鲜人连吃饭都得中国救济。你们那么博爱倒是想想办法啊？一味哈韩，缺少智商！,一个国政策毁了一个企业,红鲤鱼与氯鲤鱼,Android客户端,4087474080222885,国服第一小乔啊
就是说小粉红支持朝鲜增加几十倍当量的核弹在中国边境发射呗？,-,龙团一灰,微博 weibo.com,4087474072134051,-
回复<a href='http://m.weibo.cn/n/温斯顿的花园'>@温斯顿的花园</a>:你是不是把这段话放在备忘录里了😂随手复制粘贴,毛左意识形态主导下，忽悠义和团小粉红们摒弃理性与向善，释放出人性中的邪恶与仇恨，然后绑架利用小平路线改革开放30年积累的庞大经济体量和国际外交关系，破坏市场经济公平法治，进而施展毛左们的“反美仇日扶朝压韩灭台骗越买菲” 大战略。。朝思暮想“干死美国”做山大王，结果。。害死中国！,邪恶喵喵酱喵啪,iPhone 6s Plus,4087474071833177,温斯顿的花园
回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:懂市场经济吗？,希望政府能安顿中国员工吧。。,我期待有一天我会回来,荣耀6,4087474060068915,猫巷里的树语
回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:辟谣的又是国内媒体吧，国人的尿性别说砸韩国车，你朋友要是姓韩都觉得不安全,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:乐天砸韩国车的新闻早就辟谣了，还在提？无论以什么名义进行的暴力犯罪行为都是暴力犯罪，都会受到法律的制裁。而与他所打的旗号无关。,穿啥裤子都往下掉,iPhone 6,4087474025689945,陆压-道君
别奢谈投资环境了，你现在觉得痛快！但给外商投资者的信号是投资不安全，影响是深远的。根本受伤害的还是老百姓。,-,公民马晓君,华为平板M3 听见震撼,4087474017777960,-
你不损失税收？不损失水电费？有种抵制到底。历史上抵制那么多这个那个，最后如何了？,-,情绪稳定V,Weibo.intl,4087474013575415,-
不要脸,-,后天更好123,中兴天机7听到好声音,4087474013574557,-
纯王巴们搞的伤及无辜百姓的闹刷！,-,观海听涛sxl,iPhone 6s Plus,4087473975854952,-
"回复<a href='http://m.weibo.cn/n/水分子的碰撞'>@水分子的碰撞</a>:自己看看这一届的经济情况。看看多少外资走了。问问在外企工作的人吧。还有现在实业的情况和神奇的房价。至于你一句话就把我送到国外也是厉害。不想辜负您指导，争取祖国早日不外汇管制，我继续eb5<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/天国的龙娇天'>@天国的龙娇天</a>:我只是觉得你这种毫无根据的话，很可笑,天国的龙娇天,三星android智能手机,4087473959782236,水分子的碰撞
"回复<a href='http://m.weibo.cn/n/JohnnyClever'>@JohnnyClever</a>:孩子，多出去走走看看，超市行业竞争有多激烈，讲话之前多动动脑子<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_dalian-430a73461b.png"" style=""width:1em;height:1em;;""></span>","回复<a href='http://m.weibo.cn/n/回家吃蛋炒饭'>@回家吃蛋炒饭</a>:键盘侠负责拿嘴开<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",回家吃蛋炒饭,iPhone 7,4087473955108459,JohnnyClever
回复<a href='http://m.weibo.cn/n/夜已冷'>@夜已冷</a>:哎，一声叹息！看来除了脏话也不会说什么了！不过你说脏话的水平还凑活！,回复<a href='http://m.weibo.cn/n/以梦为马2071'>@以梦为马2071</a>:睡吧棒子面！懒得理你！,以梦为马2071,微博 weibo.com,4087473934219652,夜已冷
回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:你没看到说乐天仍然要支付工资啊！,希望政府能安顿中国员工吧。。,狂奔的蜗牛青,iPad客户端,4087473913542023,猫巷里的树语
乐天关了自然会有其他超市啊,-,小中医老周,iPhone 7 Plus,4087473858809750,-
"回复<a href='http://m.weibo.cn/n/H要发奋努力向上'>@H要发奋努力向上</a>:这么多人，真的没人了解失业金是什么吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>","失业期间根据购买失业保险年限领取失业金。一般大公司解除员工，将会根据工作年限得到赔偿金。购买一年失业保险就可以领3个月失业金，其他地区不知道，重庆是1050一个月。加上赔偿金，我觉得3个月找一个工作很难？？？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>为什么那么多人觉得失业了就没钱了。",H要发奋努力向上,vivo X5Pro,4087473825118125,H要发奋努力向上
回复<a href='http://m.weibo.cn/n/老杨桃树'>@老杨桃树</a>:无论如何，俺觉得还是俺小命重要，在俺的小命面前，国家、政府什么的，就是个屁！,回复<a href='http://m.weibo.cn/n/数三你真是一只小可爱'>@数三你真是一只小可爱</a>:那你觉得国家安全重要还是经济重要，或者说你的荷包重要还是你的小命重要。,糊涂虫呀,微博 weibo.com,4087473796013876,老杨桃树
哈哈哈哈关几家超市中国就要亡国似的23333评论区有趣。,-,lonelilonely,Weico.Android,4087473779200898,-
回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:我的天，这底下都是些什么评论？这已经上升到国家领导核心的问题了吧？是啊唐宋元明清朝代更迭，但其中更迭的具体过程各位还以为是和和气气地就移交政权了？用头发想都知道不可能！直观的就看看国家领土变迁，多一点少一点那都是人与人之间多少次明里暗里冷热交锋才得来的结果！当代社会,孰轻孰重网友分不清了？等到国没有了，更不用想去哪上班了。这可是军事战略，是国家安身立命的根本，没有了国家安全，我们什么都不是。,phenixVivian,小米手机5,4087473707383017,V妙V笑
回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:哈哈，你高兴就好，那你可以去乐天体验生活啊,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:抵制一个在全世界任何国家都不会容忍的，国内企业也完全有能力填补的企业就是“需要牺牲人民的利益”？呵呵，真是聪明人...,穿啥裤子都往下掉,iPhone 6,4087473673774359,陆压-道君
失业的员工可以去共青团那里拿钱,-,文信飞翔,微博 weibo.com,4087473661168970,-
"它们动动嘴皮子打打字多少人就得下岗、中国人坑中国人啊……<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-450402bc7c.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ruo-4d7ee42fd0.png"" style=""width:1em;height:1em;;""></span>",-,summer-小窝,iPhone SE,4087473661168225,-
回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:层主：突突突突！我拿键盘突突死你们！哈哈哈哈哈,小粉红，“国家会安排下岗职工的”。虽然国家并没有表这个态。,邪恶喵喵酱喵啪,iPhone 6s Plus,4087473627558766,凯乾福
回复<a href='http://m.weibo.cn/n/Mr_Tang丿'>@Mr_Tang丿</a>:再说，员工失业也并不是没有其他超市就业岗位了，也并不是没有了乐天就活不下去了吧？,回复<a href='http://m.weibo.cn/n/清澈的冰块'>@清澈的冰块</a>:韩国部署个萨德我们就这样，那俄罗斯部署了更加厉害的雷达呢？互不干涉内政这是我国提出的 人家在自己的国土布置防御系统 按照外交部的发言词来说 别的国家无权说三道四。预期既希望与对方停止布置倒不如好好考虑一下如何反制对方的系统。不要把希望百分之百的基于敌手。,流星雨下666666,iPhone 6 Plus,4087473606469007,Mr_Tang丿
"搞不懂评论说员工下岗的事……是国家14亿人口安全重要还是几万人就业重要<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shayan-e51a9b4069.png"" style=""width:1em;height:1em;;""></span>",-,唸唸唸卜忘,iPad客户端,4087473598496520,-
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:乐天砸韩国车的新闻早就辟谣了，还在提？无论以什么名义进行的暴力犯罪行为都是暴力犯罪，都会受到法律的制裁。而与他所打的旗号无关。,回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:砸车的人可是高护爱我中华啊，带着红领巾，披着国旗，钓鱼岛砸日本车，乐天砸韩国车,陆压-道君,微博 weibo.com,4087473573293440,穿啥裤子都往下掉
回复<a href='http://m.weibo.cn/n/Mr_Tang丿'>@Mr_Tang丿</a>:相反，身为中国公民的自己竟然不为自己国家的利益考虑！竟然没有坚定的原则立场！建议去好好看看历史吧，有多少血淋淋的教训告诉后人：国家利益和个人利益冲突的时候因该首先考虑的是国家，如果国家都没有了，个人活着也只是亡国奴，看看叙利亚难民，看看伊拉克难民！,回复<a href='http://m.weibo.cn/n/清澈的冰块'>@清澈的冰块</a>:韩国部署个萨德我们就这样，那俄罗斯部署了更加厉害的雷达呢？互不干涉内政这是我国提出的 人家在自己的国土布置防御系统 按照外交部的发言词来说 别的国家无权说三道四。预期既希望与对方停止布置倒不如好好考虑一下如何反制对方的系统。不要把希望百分之百的基于敌手。,流星雨下666666,iPhone 6 Plus,4087473569090600,Mr_Tang丿
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:美国流氓不 呵呵,唉！真是流氓国家,withJS-Helen,三星Galaxy,4087473565482534,黄太子老师
回复<a href='http://m.weibo.cn/n/Tian3572214074'>@Tian3572214074</a>:智商有问题,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:你不怕朝鲜的核弹怕韩国的防御武器？,想要变得高冷QAQ,荣耀V8 脱影而出,4087473564890173,Tian3572214074
居然很多人觉得那很多人要下岗，公司散了有遣散费，有一定补偿，而且有这么多超市说明市场有这么多需求，没了乐天其他超市又不是傻子，再退一万步如果国家安全都没有，任何一个中国人都没有安全感，如今我们强大为什么不可以反制约，为什么要等萨德来了再后悔当初什么都不做，无论如何好过坐以待毙,-,SssKuang橙子,iPhone 7,4087473556908233,-
回复<a href='http://m.weibo.cn/n/以梦为马2071'>@以梦为马2071</a>:睡吧棒子面！懒得理你！,回复<a href='http://m.weibo.cn/n/夜已冷'>@夜已冷</a>:你看看你的素质，纯粹一个问题的讨论，你却满口脏话，完全容不得别人的态度、观点，这就是爱国？这就是小粉红？棒子看到我们国家由这样的居民组成，棒子会更瞧不起我们！如果你愿意，你仔细回答我上面的问题，别用脏话！骂祖宗谁不会啊！多简单啊！,夜已冷,华为手机,4087473552283374,以梦为马2071
直接关闭了基本能将损失降到最低 到最后受伤的还是中国员工 中国供应商。。。,-,-华山之光-,UC浏览器,4087473522572735,-
回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:你怎么这么单纯，国家会让你看见，他们敢闹事？,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:乐天关闭这么久了我没看见任何员工因失业闹事，只看见一群键盘侠逼逼叨叨<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",穿啥裤子都往下掉,iPhone 6,4087473515045467,来说出我的微博名
