source,reply_name,reply_text,comment_id,text,name
,-,-,4087880919384632,其实不必太担心失业人员，有超市倒闭了，必然也有新的超市顶上来，乐天超市员工也不是只能吃这一口饭，抵制乐天是目前不能变的，肯定不可能让一个做出威胁中国动作的人继续在中国赚钱，这在谁眼里看上去都像个笑话。,大强狗
iPhone 6 Plus,-,-,4087880911466132,"威武！！！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span>",沐小亚Sylvia
iPhone 6,统一口径就是真相,‘因消防整顿’而关闭，无耻之极！,4087880898661628,"回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:因国家防御而部署萨德，无耻之举<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",我家赵大哥
乐1s,-,-,4087880823994491,那张红色的横幅，真历害，居然敢这样明目张胆的挂那。,努力寻找真正的我
iPhone 6,我是一个蠢蠢的逗比,大快人心,4087880781967173,"回复<a href='http://m.weibo.cn/n/我是一个蠢蠢的逗比'>@我是一个蠢蠢的逗比</a>:让你嗨翻全场<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span> ",-印第安土流氓-
iPhone 6s,-,-,4087880600869954,水军还是nc多啊？,lu小妹-CL
够快才畅快vivo X6,猫巷里的树语,希望政府能安顿中国员工吧。。,4087880547093921,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:早就说过微博已经被别国的人买通了，说的都是为自己，不考虑为国家！一看就是拖,漫忆随风
Android客户端,-,-,4087880509523626,别傻了，乐天不开就开大润发，利润，百大，18乐，反正还是超市接手超市，你们操的哪门子心,piupiupiududu
荣耀7 世界有点不同,-,-,4087880488211187,杨绛先生在《我们仨》中说过一段话，大体是十年动乱期间，他们有很多次机会可以逃走，但是他们不，只因为这是自己的国家，即使遭受迫害，亦固守家园。没有宣扬过爱国的言论，只是默默用行动证明。现在国家面对危难，我们不需做语言上的巨人，只要用行动默默支持。毕竟，国在，家在。,夏沫雪球_612
荣耀8 美得与众不同,Alex同时到达终点,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:这个评论反映了典型的社会底层的认知<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/lxh_toule-459dafd648.png"" style=""width:1em;height:1em;;""></span>",4087880479283228,回复<a href='http://m.weibo.cn/n/Alex同时到达终点'>@Alex同时到达终点</a>:所以你是哪个层的？,好那我就改个名字
Android客户端,-,-,4087880458501835,说什么中国员工失业，没上过中学是不是？？？？,余六十五
前置双摄vivo X9Plus,梁俊Jiunn,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:下岗工人都是部分年龄很大的大妈大叔， 希望政府是有备而来的，安顿好吧。 评论的键盘侠别用嘴说话说什么会有其他超市入驻，我们希望看到的是行动,4087880429093718,回复<a href='http://m.weibo.cn/n/梁俊Jiunn'>@梁俊Jiunn</a>:有时间多读一下经管类的书，真的，读书使人进步,蛋哥ooo
,-,-,4087880353057204,希望可以好好安排下岗工人🙏🙏,晚桉小狮子
OPPO智能手机,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087880320122273,"回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:说的好像没了这几十家超市 那些员工就活不下去一样<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",Aura咕咕
iPhone 6s Plus,台灣妹_,超棒耶。這就是得罪大陸的下場耶,4087880312229381,"回复<a href='http://m.weibo.cn/n/台灣妹_'>@台灣妹_</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>像是内地居民装台湾腔",很萌的小肉圆
nubia Z11 无边框手机,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087880173338293,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:一看你就是弱智，中国就缺乐天这几个岗位？,小阳飞飞
Android,-,-,4087880168887305,失业算什么，命都保不住的时候还要工作？,ZFLeslie
360手机奇酷系列,-,-,4087879506382239,乐天主动关门？那这么说来乐天是彻底打算和中国撕破了是吧？很好，来啊！辣鸡！,君子一笑温其玉
魅蓝 3,-,-,4087879397724943,一般这种大型商超一倒闭马上就会有其它集团接手的了吧？,麦芽糖快递蜀黍
iPhone 6,-,-,4087879359275537,都没人去了，不关亏的更多,一颗恒星而已
iPhone 6 Plus,-,-,4087879322320791,干的漂亮！,Dream_SJSF
荣耀8 美得与众不同,Chyym,-,4087879237447331,"回复<a href='http://m.weibo.cn/n/Chyym'>@Chyym</a> 的赞:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png"" style=""width:1em;height:1em;;""></span>",好那我就改个名字
荣耀手机 勇敢做自己,-,-,4087879208595236,有国才有家，不管对韩影响多大，但是态度一定要有，不怎么恰当的比喻，比如小朋友打架可以输，但是必须敢打，并且中国已经远非几十年前的模样了，加油，我的祖国，我们永远和你心连心。,-南唐后主
OnePlus 3,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087879074403345,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:估计乐天承包了半个中国的供货商吗？少一个外国企鹅，才会有用一个中国企业崛起嘛。,浪荡也孤独M
iPhone 6s Plus,-,-,4087878915024207,该,林林smile20
iPhone 6s,-,-,4087878889726852,这些评论都是哪些脑残？待会别人部署好萨德拿子弹打你的时候，请你继续保持现在的思想，不要哭不要慌，不要回来抱大腿叫爸爸保护你,左一blog
iPhone 7 Plus,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087878869383988,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:老铁你会被喷死的,Z丶RJ
iPhone 6s,反正我吴所谓,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:评论下面好多拿嘴入驻的啊,4087878868722438,回复<a href='http://m.weibo.cn/n/反正我吴所谓'>@反正我吴所谓</a>:平常不关注店铺更新的才会说这种屁话 有走的就有来的,我又不乱来ly
OPPO R9s,猫巷里的树语,希望政府能安顿中国员工吧。。,4087878843922807,"回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:你一定是那个失业的其中一名吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",SINSERE_ss
iPhone 6,彩云儿-,-,4087878818301075,<a href='http://m.weibo.cn/n/彩云儿-'>@彩云儿-</a>,时光挽歌-
iPhone 6,Cressida彦伶5O,回复<a href='http://m.weibo.cn/n/我家赵大哥'>@我家赵大哥</a>:SD等于要打仗？您这智商和猪没区别！,4087878780487371,回复<a href='http://m.weibo.cn/n/Cressida彦伶5O'>@Cressida彦伶5O</a>:你他妈智商比猪还差，你以为萨德就这么简单？多看点国事吧，贱人,我家赵大哥
OPPO智能手机,-,-,4087878713522207,beatiful~,tammy的围脖
Android客户端,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087878704941401,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:该下的时候就得下！,谁在2333
OPPO R9s,-,-,4087878608455489,"最讨厌的中国群体：低素质的大妈&amp;键盘侠<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>",Y-ours_
Android客户端,-,-,4087878571716768,希望是中国主动，而不是被动,别说话57052
Android客户端,我家赵大哥,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:全照那个热门这么说，那好啊，不抵制了，要部署就部署，以后死的时候别哭，又或者打仗吧，不是怕中国员工没下岗吗，打仗的时候去上班吧，去，去买乐天商品，死乞白赖的让别人取笑自己，什么玩意儿！那些热门没脑子吗？后果不知道有多严重吗？但凡国家有上策难道不会采取吗？生存和生活的顺序懂了吗？,4087878516870169,回复<a href='http://m.weibo.cn/n/我家赵大哥'>@我家赵大哥</a>:SD等于要打仗？您这智商和猪没区别！,Cressida彦伶5O
魅族 MX5,-,-,4087878487271375,诶！很舒服,koala先森
魅族 MX4,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087878482603846,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span>",单名一个彤字
iPhone 6,-,-,4087878453548087,"需要优酷会员的联系我哦，35元一年<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>，还有爱奇艺年卡哦<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",郭国果过哒
iPhone 7 Plus,说个晚安,你们有没有发现微博的赞变成蓝色了,4087878164270755,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:重复赞与取消赞好多次，最后又取消了赞<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-3458a765a2.png"" style=""width:1em;height:1em;;""></span>",我也磨光了不少
HUAWEI G9 青春版,-,-,4087878038733221,"中国还是言论自由<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>评论里的人屁股这么歪了居然还没事。不过估计也被盯上了。",你越反驳越像示弱V
华为麦芒4,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087877891502850,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:万达全收了，哈哈哈哈,唱歌的傻瓜_
三星GALAXY A,不卖达尼洛我就不改名,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:东莞扫黄，你见哪个妓女饿死了？,4087877841872258,回复<a href='http://m.weibo.cn/n/不卖达尼洛我就不改名'>@不卖达尼洛我就不改名</a>:就服你,杨小姐是醋坛子
OnePlus 3,冷心冷脸冷语wmspig,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:你不是一般的文盲！他为当地创收多少税收你知道不？其实多读书死不了,4087877702325702,回复<a href='http://m.weibo.cn/n/冷心冷脸冷语wmspig'>@冷心冷脸冷语wmspig</a>:难度乐天滚出中国，中国的税收就减半？难道就不让本土企业开商场，给国家缴税？骂别人的时候，先用脑袋好好想一想。,浪荡也孤独M
iPhone客户端,-,-,4087877614887811,乐天赶紧滚粗,OMSK星人李蓝黄红绿紫兔纸
陳喵喵🐱iPhone 6s,-,-,4087877602068348,人家宁愿关99家也要为了自己的国家签萨德，佩服！咱们因为萨德却只针对99家的乐天。商场里的韩妆都没人撤柜啊,ChEn-明年今日
Android,-,-,4087877514043511,666,学霸超lc
Android客户端,-,-,4087877433842483,"盲目跟风以爱国为借口趁机欺负国人的愤青，还有张嘴闭嘴就讽刺中国的公知汉奸，一个萨德就让这两种人暴露出来了，同一个国家，不同的智障<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>能不能安安心心上学上班？对愤青而言安分守己就是爱国了；对公知汉奸而言也是努力做好你们自己吧，因为你们本来就智障，对我们影响不大<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",朕正在吐槽快退下
微博 HTML5 版,-,-,4087877375642687,要做有骨气的中国人,用户5693787181
iPhone 6s,缱绻江南,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:国家那么多外交官，军事家，政治家都没有我们普通民众考虑的周到？用你来考虑外交不利？再说，有没有关注劳动法，乐天停业整顿期间是要支付员工工资的，也就是说人家天天在家玩还有工资拿，你看到有乐天的员工或者员工的家属出来闹委屈了吗？,4087877308434691,回复<a href='http://m.weibo.cn/n/缱绻江南'>@缱绻江南</a>:看新闻吗？有新闻台吗？联合国发言看吗？我国哪次不是在打太极？不表态，中立，跟谁都当和事佬。小国有难了，动辄几千万上亿的援助，殊不知大山沟沟里还有多少孩子连学都快上不起了。这就是咱国的外交。不知道大方给谁看。而咱国有难的时候，小国来帮过你吗？,芥末酱酱酱
iPhone,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087877267284497,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:现在这个社会 超市这类的工作基本上想做就可以找到的 怎么可能会一直失业,六線門徒
