source,reply_name,reply_text,comment_id,text,name
OPPO智能手机,说个晚安,你们有没有发现微博的赞变成蓝色了,4087885361077550,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:有病,我滴权世界bigbang
iPhone 6,小鹿不喜欢套路,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:楼主挺住，那些说着牺牲小我的都是说风凉话的。对于供应商来说几千万货款没地方拿，还要支付90几家门店促销员的工资，最后乐天拍拍屁股走人，苦了的还是中国人。,4087885231854858,回复<a href='http://m.weibo.cn/n/小鹿不喜欢套路'>@小鹿不喜欢套路</a>:想走就走的吗 不付完钱你觉得他们能走掉？地产 百货 什么不能抵押？,原谅我这一生放荡不羁喜欢你
👑小太阳Android,-,-,4087885181205192,每天都有失业的人，以前也没见你们这么关心别人找不到工作。,格格xing
红米Note4,-,-,4087885114661295,卫龙超市！！,覃华均Chin
Android客户端,你是不是神经病阿,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:那你算过会有多少枚导弹随手降临你头顶嘛<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087885109641946,回复<a href='http://m.weibo.cn/n/你是不是神经病阿'>@你是不是神经病阿</a>:导弹来了吗？SB朝鲜的核弹落在东北你负责？,Cressida彦伶5O
魅蓝 Note,-,-,4087885026226827,"还有自知之明主动关掉，既然看不起中国人民就滚出去，国家面前无偶像无韩货<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",huang宝贝514
iPhone 7,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087884850070484,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:哈哈哈这么多人骂他我就放心了，，脑子是个好东西<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span>",ProStheticnow
好玩不过魅蓝 Note3,margk,中国就是个几把国家,4087884828582108,回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:然而你就是一颗出卖国家的卵子。,刘雅轩xi
邪恶守序Android,-,-,4087884732843764,只要能干事有心去找这种工作好找，那你哪天公司垮了或者啥的让你下岗了你是不是就自杀算了。人家员工出来抱怨了？抱怨国家让她们下岗了？就你们话多。,孤傲者永恒
,-,-,4087884707508001,说别人小粉红的一般都是智障 ,Fading-star
小米手机4,猫巷里的树语,希望政府能安顿中国员工吧。。,4087884682302790,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:很好，公知们很会导引方向嘛。,转身秋风起68196
iPhone 7,溪上漂流,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,4087884614882552,"回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:围观了层主微博，果然是个自以为俯视苍生的弱智，跟脑残粪青不分伯仲，既然智商都在同一水平线，就别互相伤害了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",师姐是很瘦的师姐
好玩不过魅蓝 Note3,统一口径就是真相,‘因消防整顿’而关闭，无耻之极！,4087884581484856,回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:这叫手段。   我比你牛逼，想怎样就怎样，who  care.,刘雅轩xi
iPhone 7 Plus,凯乾福,小粉红，“国家会安排下岗职工的”。虽然国家并没有表这个态。,4087884530860179,回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:朋友，一个超市我们算他五百人，乐天在中国算有100家。只多不少了吧？关闭后有5万人失业，14亿人口基数5万人失业有个屁声儿大不？？,刘老歪
iPhone 6s,HANDSOMEman07,-,4087884488791396,<a href='http://m.weibo.cn/n/HANDSOMEman07'>@HANDSOMEman07</a>,MineMine_is麦麦
微博 HTML5 版,-,-,4087884438452190,。。,锺文桀-
iPhone 7 Plus,stanly111,回复<a href='http://m.weibo.cn/n/我不善良但漂亮吖'>@我不善良但漂亮吖</a>:一个超市几百人，20多个呢,4087884438452020,回复<a href='http://m.weibo.cn/n/stanly111'>@stanly111</a>:朋友，一个超市我们算他五百人，乐天在中国算有100家。只多不少了吧？关闭后有5万人失业，14亿人口基数5万人失业有个屁声儿大不？,刘老歪
柔光自拍vivo X7,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087884413717835,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:超市的工作很难找吗,视而不见的哀伤
OPPO R9,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087884359606198,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:总会有别人开个新的，人都不用新招了,sayhallow
iPhone 6 Plus,温斯顿的花园,毛左意识形态主导下，忽悠义和团小粉红们摒弃理性与向善，释放出人性中的邪恶与仇恨，然后绑架利用小平路线改革开放30年积累的庞大经济体量和国际外交关系，破坏市场经济公平法治，进而施展毛左们的“反美仇日扶朝压韩灭台骗越买菲” 大战略。。朝思暮想“干死美国”做山大王，结果。。害死中国！,4087884358881117,回复<a href='http://m.weibo.cn/n/温斯顿的花园'>@温斯顿的花园</a>:道出了实质！,fiona119coolgirl
魅族 MX4,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087884325765121,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:乐天是你妈啊，有手有脚的难道除了乐天就没别的地方上班了是不是？,航航航1002
iPhone 6,-,-,4087884300018921,"怎么这么多人大小利益不能分啊??是非黑白不能分??国家站位不能分??我们这么大一个国家的失业率难道会因为制裁一个小小乐天集团而疯狂飙升吗??这样想的人是智障啊还是脑子装屎了??一个大国十几亿人口名列前茅的GDP水平能因为关掉几个超市而拖后腿??神逻辑<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",一头会飞好吃的猪
华为 P8max,最爱爬爬虾,回复<a href='http://m.weibo.cn/n/铁饭碗端不动'>@铁饭碗端不动</a>:你想上班的话，到处都在招人,4087884212968459,回复<a href='http://m.weibo.cn/n/最爱爬爬虾'>@最爱爬爬虾</a>:国家总因为政治拿自己境内企业出气，很快就该全民要饭了。,铁饭碗端不动
荣耀手机 勇敢做自己,-,-,4087884183206697,"键盘侠又找到喷点了，跟这样一群人生活在一个国家太可怕了，希望国家早日把他们遣送走<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",夜白尼酱
iPhone 6s Plus,-,-,4087884086076110,精彩。,Minyaxxz
iPhone 6s Plus,-,-,4087884028043391,乐天没有还有别的。中国市场很大。慢慢等着韩国来道歉。,童星经纪人陈胜
好玩不过魅蓝 Note3,章大人GMAT,这么恶劣的投资环境，还有外企会来吗？,4087884019638308,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:我有点担心你。你爸知道了会抽你。,刘雅轩xi
iPhone 6s,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087883973182995,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:图片评论 ,寒烟翠凝
Android客户端,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/缱绻江南'>@缱绻江南</a>:看新闻吗？有新闻台吗？联合国发言看吗？我国哪次不是在打太极？不表态，中立，跟谁都当和事佬。小国有难了，动辄几千万上亿的援助，殊不知大山沟沟里还有多少孩子连学都快上不起了。这就是咱国的外交。不知道大方给谁看。而咱国有难的时候，小国来帮过你吗？,4087883902018330,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:那我同样要问你了，学政治吗？大学学毛概马哲吗？大国之间的博弈本就如此，软兵器时代的战争是不见硝烟的，你知道国家的太极背后不作为了？你又知道小国帮不上忙了？往近了说，汶川地震巴基斯坦贡献了多少帐篷？往远了说在中国外教史上非洲小兄弟帮了多少忙？,缱绻江南
荣耀手机 勇敢做自己,-,-,4087883881315046,超市员工失业了怎么办，呵呵，超市员工找工作很容易，好吗？到处都是这种招聘启事，键盘侠们从来去不了解国情，现在到处都很缺超市员工好吗？而且超市员工本来就流动性很大，就算超市不倒闭，他们也很快就会换个地方。乐天都这样看不起中国人，还有人跪舔，呕。,夜白尼酱
柔光自拍vivo X7,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087883856551404,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:肤浅,视而不见的哀伤
荣耀7i 翻转吧视界,-,-,4087883847417481,"乐天关了有很多当地的超市就可以做大呀 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span>说的好像没有了乐天失业人员就没处去似的",今夕是何夕1122
红米2,风无影134521,没人管下岗职工的死活，他们只管&quot;爱国&quot;,4087883843468310,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:狗儿子,冷闹钟
iPhone 6,猫巷里的树语,希望政府能安顿中国员工吧。。,4087883822211266,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:有啥可心疼的不就是失业吗，我不也总是失业吗也没见政府安排我呀。,泡面范泡面小姐呦
Android,溪上漂流,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,4087883692505908,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:看到说着小粉红这类话的人就觉得无比恶心。你不配活在你脚下的土地上。,种梦星空下
iPhone 7 Plus,爱吃鱼的赵小V,回复<a href='http://m.weibo.cn/n/达达好帅Rocky'>@达达好帅Rocky</a>:😂脑子是个好东西，希望你也有一个，超市倒了，他们就不找工作了？坐等下一个超市开？没别的工作了？,4087883512456711,回复<a href='http://m.weibo.cn/n/爱吃鱼的赵小V'>@爱吃鱼的赵小V</a>:少一个超市，少几份就业，多一个超市，多几份就业。短期内真的没影响吗？政府都知道招商引资，这么简单的道理你不懂？脑子是个好东西，希望你也有。,达达好帅Rocky
三星android智能手机,-,-,4087883503873431,何苦呢,夜空中最亮的星-sdy
微博 weibo.com,默默守护是个小疯子,回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:萨逼你好啊,4087883495066982,回复<a href='http://m.weibo.cn/n/默默守护是个小疯子'>@默默守护是个小疯子</a>:你这种底层社会屌丝就是给中国这个泱泱大国添堵，根本就不配做大国公民，回家好好反思去吧,李小朴
iPhone 7,-,-,4087883440726896,人傻多读书啊，人丑多种树啊，跑着当什么键盘侠,Kbood
iPhone 6,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087883356413636,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:说的真的好,pppsssnnn
iPhone 7 Plus,-,-,4087883269032564,凡事都有两面性，看你从什么角度来看！,波斯猫很懒
iPhone 6,-,-,4087883238955130,关关关，，赞赞赞,阿花花-爱美丽
iPhone 6 Plus,猫巷里的树语,希望政府能安顿中国员工吧。。,4087882966825816,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:感觉你像个智障,Sweet1生
iPhone 7 Plus,来说出我的微博名,"评论有毒。跟前几天完全不是一个风向，都不管什么国家安全就记得惦记原乐天员工了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>乐天关闭这么久了我没看见任何员工因失业闹事，只看见一群键盘侠逼逼叨叨<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",4087882903515784,"回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:中国有99家乐天，我们一家乐天算他撑死了有500名员工？加一起49500名员工，就算他5万人。兄弟！14亿人口的国家5万人失业还叫事儿？这个国家虽然不堪了点儿，但这点儿包容度还是有的。大西洋扔块儿直径一米的石头砸出的水花都比这点儿破事儿大<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",刘老歪
HUAWEI G9 青春版,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087882894966925,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:发现了你<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",爱吃鱼的赵小V
微博 weibo.com,默默守护是个小疯子,回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:萨逼你好啊,4087882857563553,回复<a href='http://m.weibo.cn/n/默默守护是个小疯子'>@默默守护是个小疯子</a>:你这种用着小米手机的社会底层屌丝就不要出来丢人现眼了,李小朴
HUAWEI G9 青春版,达达好帅Rocky,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:我们合肥这边天鹅湖万达的苏果超市走了两年后，才有永辉超市接手。心疼员工,4087882702735455,回复<a href='http://m.weibo.cn/n/达达好帅Rocky'>@达达好帅Rocky</a>:😂脑子是个好东西，希望你也有一个，超市倒了，他们就不找工作了？坐等下一个超市开？没别的工作了？,爱吃鱼的赵小V
iPhone 6s,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087882686338172,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:心疼层主这样也被骂,我需要被奶一口-olo
持久到离谱 魅蓝Note5,-,-,4087882685579209,顶,瘦子增肌
iPhone 6s Plus,-,-,4087882639959611,这就开始止损了？损塞,rr是个小粗腿
iPhone 6s Plus,反正我吴所谓,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:评论下面好多拿嘴入驻的啊,4087882597356853,回复<a href='http://m.weibo.cn/n/反正我吴所谓'>@反正我吴所谓</a>:不然呢？继续让乐天赚钱？舍小家保大家这道理不懂吗？不说入不入住安不安顿至少政府会让乐天把该发的工资发给百姓，倒闭的公司也多了去了，员工都饿死了吗？,请把我的小熊还给我_
你的老朋友 魅蓝metal,V妙V笑,孰轻孰重网友分不清了？等到国没有了，更不用想去哪上班了。这可是军事战略，是国家安身立命的根本，没有了国家安全，我们什么都不是。,4087882584538503,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:乐天关门了就能阻止萨德？神助攻啊爱国者们！脑子呢？,王鲁平1985
OPPO智能手机,来说出我的微博名,"回复<a href='http://m.weibo.cn/n/辉哥是大王'>@辉哥是大王</a>:跟你这种想法的人没什么好说的了。可能你经历过这种事？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087882576148152,回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:感觉这个人思想过于阴暗 可能遭受过什么打击或者不公平的事,Aura咕咕
HUAWEI G9 青春版,梁俊Jiunn,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:下岗工人都是部分年龄很大的大妈大叔， 希望政府是有备而来的，安顿好吧。 评论的键盘侠别用嘴说话说什么会有其他超市入驻，我们希望看到的是行动,4087882253393547,"回复<a href='http://m.weibo.cn/n/梁俊Jiunn'>@梁俊Jiunn</a>:大叔大妈？你平时去超市是一群大叔大妈给你结账啊，那你去的超市蛮特别的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",爱吃鱼的赵小V
华为麦芒5,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087882132166065,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:脑子是个好东西，显然你没有,柚西Sumu-
iPhone 6,-,-,4087882074010626,"再胳膊肘往外拐，担心什么就业的，没约经济学没学管理的我给你们普及一下，咱们大中国的市场经济不会因为一个超市而混乱<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>再跟我喷还有水军们，我不介意一个一个怼回去。怼到你的键盘爆炸，你们喷的脏话十倍反弹<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",我家赵大哥
你的老朋友 魅蓝metal,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087882002448229,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:你能想到的，国家绝对比你先想到,王三岁的小仙女kkw
Android客户端,Alex同时到达终点,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:这个评论反映了典型的社会底层的认知<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/lxh_toule-459dafd648.png"" style=""width:1em;height:1em;;""></span>",4087882001941297,回复<a href='http://m.weibo.cn/n/Alex同时到达终点'>@Alex同时到达终点</a>:中国社会底层人员基数大，他们普遍学历低，视野狭隘，生活圈子小，不了解外面的世界，政府长期愚民教育和洗脑宣传下，看问题视角自然肤浅幼稚流于表面化！乐天事件深层次负面影响在于日后所有外资都会重新评价在中国投资的政治风险，法治环境，投资结构比率和项目以及技术含量分类评估，不利于中国经济,Cressida彦伶5O
OPPO智能手机,鸢尾黛兰,回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:键盘侠真是最应该被灭绝的生物，说话不负责任，喜欢搞事情，除了说什么都不会，还要他们活着干嘛？,4087881976629744,"回复<a href='http://m.weibo.cn/n/鸢尾黛兰'>@鸢尾黛兰</a>:键盘侠是只敢在电脑或者手机面前一边吃泡面一边骂人的玩意儿<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",Aura咕咕
iPad客户端,猫巷里的树语,希望政府能安顿中国员工吧。。,4087881855616151,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:我们村小卖部也倒闭了，希望政府善待失业员工,可靠的大卫的夏天
你的老朋友 魅蓝metal,奔跑的蜗牛1121,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",4087881805537607,回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:这盛世如你所愿，看到这句又想哭了,王三岁的小仙女kkw
三星GALAXY A,杨梵希全国总代,回复<a href='http://m.weibo.cn/n/美国驻吉布提大使馆'>@美国驻吉布提大使馆</a>:在显示你的聪明吗？不要以为你以为的就是你以为的，你做微商能这么久都再也不发东西了吗？,4087881729417462,"回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:历害了[左哼哼]小粉红高潮直接被你掀起了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",美国驻吉布提大使馆
OPPO R7s,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087881712481795,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:真是个SB,大头凉年
iPhone 6,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087881700006843,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:你这话前后矛盾，没看懂你是支持还是反对的，但是告诉你 没有了大国 失的是命不是业,Moximoxi-aa
Android客户端,-,-,4087881662462875,转风向了,黑夜118
OPPO R9,说个晚安,你们有没有发现微博的赞变成蓝色了,4087881431176643,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:骗银,班斑思密达
iPhone 7 Plus,TONY3093-李诚涌,"回复<a href='http://m.weibo.cn/n/幸福乌鸦'>@幸福乌鸦</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;;""></span>爷现身说法，受雇於某民企因履行职责受伤害，遵从医嘱治疗并告之企业，流氓企业无故以旷工辞退，诉之法庭，企业主做假供（书面）在仲裁与法庭都出具伪证说未向其告之病情，并表明不知道，庭审时用与企业主告之病情并得到允许的现场录音，完胜诉其非法解除劳动合同…",4087881414396088,回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:我不否认有违法且没有道德底线的企业和机构，但您说的是，中国本土企业“有多少”在执行，我只是单纯想问，这个比例是哪里得出的结论？虽然提倡言论自由，我觉得还是要严谨一点。总不能因为一个人被抓，就说全家都是罪犯吧？且那种乌托邦是很难达到的，毕竟人有私欲。,幸福乌鸦
iPhone 6,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087881348043828,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:你这说的什么话啊 等国家没了，失去的就是命不是业了！,Moximoxi-aa
Android客户端,-,-,4087881339477528,"那些谈就业的认真的？等国家没了你还就业？收了多少钱出来刷评论啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",阮阮阮阮阮阮耶
iPhone 6s,-,-,4087881293751088,"商场要看清官场呀 这就是下场<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span>",小竜女
360手机N4S,-,-,4087881284702116,我的天呐！咱们国家没了乐天就要挂了？？？好可怕,唔稳定1
华为平板M2·揽阅,潇潇715,我看明白了，明明是件大快人心的好事，居然有各种脑残在这喷粪！不过应该都不是中国人！没有国何来家？关他几个韩国超市算什么？特朗普都敢驱逐穆斯林，急了我们也把所有的韩国人驱逐出境！国难当头，少特么的在这装圣人！忧国忧民担心有人失业的那些人，有一个失业员工去你家吃饭了么？,4087881129135634,"回复<a href='http://m.weibo.cn/n/潇潇715'>@潇潇715</a>:这些日子我经常刷微博关注萨德问题，就发现现在微博评论不可思议了！有好几个喷子在哪条微博底下的都是喷中国！把咱们这些抵制乐天，支持祖国的人抹黑成小粉红<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;;""></span>举报都没用！听说微博现在是日本人控股！细思恐极！我们身边已经被美日韩穿插了无数的水军美杂了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;;""></span>大家看到的顶贴上去，让更多人看到！",嗯哼服不服
OPPO R7 Plus,-,-,4087881070405788,"孤芳不自赏中 ps:大凉国要打白兰国，大晋派兵援救白兰，白兰却坐等看好戏不出一兵一卒，让大晋与大凉打，最后白兰设宴席犒劳大晋士兵，并赐黄金万两抚恤大晋战士，楚北捷不忍受白兰国的侮辱当场拒绝，大声说到:我大晋国茂昌盛，实则看不上你们赏赐的这些，同样，乐天的东西我大中国也瞧不上<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-ba097f8ec2.png"" style=""width:1em;height:1em;;""></span>",我喜欢的黄晓明先森
iPhone 6,margk,中国就是个几把国家,4087881053873511,"回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:你连几把的腻都不配<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",我家赵大哥
三星GALAXY A,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087881049430419,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:也许，妈妈可能也想有个稳定的工作，也许，乐天员工也想有个稳定的工作，走出原来的工作岗位所有人都要从头开始，妈妈是一个人，而这里有上千人同时失去工作～并不是不支持关闭乐天，而是希望能理性的都照顾一下～,暖暖暖心Wuu
华为Ascend P7,说个晚安,你们有没有发现微博的赞变成蓝色了,4087881033664404,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:我在你楼下试了一下发现不是<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",AKyo_kyo
iPhone 6 Plus,-,-,4087880991543299,国家兴亡  匹夫有责,想瘦却只会享受
